,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
36299,2014-11-15 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1400 Block of 35TH AV,-122.49414269904,37.7599893189648
835200,2003-07-26 21:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,21ST ST / SHOTWELL ST,-122.41562933245301,37.7572322279186
862800,2003-03-18 08:15:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,SOUTHERN,NONE,0 Block of STANFORD ST,-122.39177481442199,37.780829431118704
654731,2006-01-27 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,SANCARLOS ST / 20TH ST,-122.419843759487,37.7585838119382
100690,2014-01-10 07:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,SUTTER ST / GOUGH ST,-122.425050227972,37.7871300371832
495464,2008-05-18 14:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,NORTHERN,NONE,700 Block of ELLIS ST,-122.418540618555,37.78407618638379
677095,2005-10-07 01:40:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.409282266623,37.7756858832791
38794,2014-11-02 14:02:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,BAYVIEW,NONE,REVERE AV / LANE ST,-122.39016481873101,37.7316630694594
541732,2007-09-20 13:45:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,CENTRAL,"ARREST, CITED",300 Block of BAY ST,-122.41280375299999,37.8057739875696
302766,2011-03-13 11:20:00,NON-CRIMINAL,TARASOFF REPORT,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
207785,2012-08-09 17:54:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
607229,2006-10-03 16:00:00,VANDALISM,MALICIOUS MISCHIEF,Tuesday,RICHMOND,NONE,6800 Block of GEARY BL,-122.49276350434799,37.779598700781996
835272,2003-07-26 17:24:00,WARRANTS,WARRANT ARREST,Saturday,INGLESIDE,"ARREST, BOOKED",900 Block of ELLSWORTH ST,-122.416446124049,37.732916253953704
291908,2011-05-17 17:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,2500 Block of TAYLOR ST,-122.415270023651,37.805898011366104
587390,2007-01-22 01:30:00,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,4000 Block of 3RD ST,-122.388753046997,37.74073605483578
309936,2011-02-07 18:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,11TH ST / MISSION ST,-122.417104895556,37.774324286790794
369779,2010-03-22 23:42:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
189822,2012-11-02 16:45:00,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Friday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
516492,2008-02-04 22:15:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",TURK ST / JONES ST,-122.41241426358101,37.7830037964534
234958,2012-03-20 23:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.41053090841801,37.7861517236899
122966,2013-09-20 22:45:00,NON-CRIMINAL,LOST PROPERTY,Friday,INGLESIDE,NONE,DIAMOND ST / BOSWORTH ST,-122.43414578907301,37.7335506131208
619958,2006-07-27 23:30:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,NORTHERN,"ARREST, BOOKED",500 Block of WEBSTER ST,-122.429344544489,37.77535295966911
210272,2012-07-27 02:24:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,PSYCHOPATHIC CASE,SOUTH VAN NESS AV / 18TH ST,-122.41718044863501,37.76196742181021
859215,2003-04-02 22:55:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
865131,2003-03-05 16:47:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",INNES AV / PHELPS ST,-122.390703943909,37.7404830101734
817022,2003-10-27 15:30:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452428220398,37.725717254655706
457844,2008-11-27 07:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,NORTHERN,"ARREST, BOOKED",1800 Block of FRANKLIN ST,-122.42432104453,37.791523099113995
697364,2005-06-28 04:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,CALIFORNIA ST / POWELL ST,-122.40917517146299,37.7920414139167
777047,2004-05-11 02:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of 3RD ST,-122.400916029025,37.7854574902997
547996,2007-08-21 13:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
220488,2012-06-01 16:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE,2000 Block of FELL ST,-122.45163785228901,37.772313893437705
512608,2008-02-22 09:09:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, CITED",SANCHEZ ST / 19TH ST,-122.430421787109,37.759556498494
728722,2005-01-14 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1500 Block of BAY ST,-122.43253044394,37.8032140328664
309742,2011-02-08 10:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,TARAVAL,NONE,100 Block of LOUISBURG ST,-122.449768933547,37.7211298126754
852110,2003-05-04 00:01:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,400 Block of BARNEVELD AV,-122.403359514965,37.74165717205379
742857,2004-10-26 18:20:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,1600 Block of EVANS AV,-122.38936916528,37.7435681500455
202700,2012-09-05 10:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,RICHMOND,NONE,0 Block of MASONIC AV,-122.447335040314,37.7824869629764
498825,2008-05-02 16:29:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
759738,2004-08-03 00:50:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",900 Block of MISSION ST,-122.40793286820299,37.7815063666429
655986,2006-01-24 16:20:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Tuesday,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415448759562,37.778293520129
619593,2006-07-28 19:55:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,300 Block of SUTTER ST,-122.40620371624901,37.7895849790509
362544,2010-05-03 14:45:00,ASSAULT,BATTERY,Monday,BAYVIEW,JUVENILE CITED,1200 Block of FITZGERALD AV,-122.39221691150401,37.721560203650796
588280,2007-01-12 15:01:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
860814,2003-03-23 02:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,INGLESIDE,NONE,3100 Block of MISSION ST,-122.41873276305799,37.747495526854294
110486,2013-11-15 20:56:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,BAYVIEW,"ARREST, BOOKED",JAMESTOWN AV / REDONDO ST,-122.392613900183,37.71796055670679
690249,2005-07-30 14:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,400 Block of SPEAR ST,-122.388888409512,37.7883279710132
193770,2012-10-17 14:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.40754585593099,37.784401179486
149950,2013-05-18 02:00:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Saturday,MISSION,"ARREST, CITED",500 Block of CAPP ST,-122.417817852676,37.7578884408086
471616,2008-09-20 08:43:00,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,1900 Block of REVERE AV,-122.39757762063499,37.7358008613863
712531,2005-04-08 12:00:00,TRESPASS,TRESPASSING,Friday,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934
171853,2013-02-05 00:01:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,TENDERLOIN,NONE,200 Block of HYDE ST,-122.415721688006,37.7830679886919
539809,2007-10-02 08:45:00,LOITERING,BEGGING,Tuesday,SOUTHERN,"ARREST, CITED",SOUTH VAN NESS AV / 13TH ST,-122.417756708592,37.7698142360087
864999,2003-03-05 22:40:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,MISSION,NONE,3800 Block of 24TH ST,-122.427997868834,37.7517260359895
775678,2004-05-14 08:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,MISSION,UNFOUNDED,26TH ST / DOLORES ST,-122.424844994151,37.7486325221765
12554,2015-03-16 08:00:00,SEX OFFENSES FORCIBLE,"SEXUAL ASSAULT, AGGRAVATED, OF CHILD",Monday,BAYVIEW,NONE,1600 Block of LANE ST,-122.38983162982099,37.731938516315395
236886,2012-03-09 00:01:00,NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE,100 Block of EUREKA ST,-122.43825638462299,37.7598729839802
829060,2003-08-24 21:07:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,NONE,700 Block of PAGE ST,-122.43310594906099,37.7726685431359
392581,2009-11-01 17:30:00,MISSING PERSON,FOUND PERSON,Sunday,PARK,NONE,2400 Block of GEARY BL,-122.443597047511,37.7826435280939
408606,2009-08-19 14:07:00,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,TARAVAL,NONE,700 Block of VICTORIA ST,-122.46417310601002,37.7241502967626
702761,2005-05-30 22:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,500 Block of FULTON ST,-122.425824629137,37.778377007865295
395865,2009-10-17 12:39:00,DRUG/NARCOTIC,FAILURE TO REGISTER AS NARCOTICS ADDICT,Saturday,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.412758759499,37.7850960963726
331462,2010-10-09 20:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,NONE,2900 Block of 16TH ST,-122.419212958008,37.7651339672499
170436,2013-02-08 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE,POST ST / VANNESS AV,-122.421572274151,37.7866181600998
826449,2003-09-07 11:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,TARAVAL,NONE,2000 Block of 35TH AV,-122.49336104329299,37.74879973830609
560105,2007-06-15 15:40:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,PARK,"ARREST, BOOKED",1700 Block of WALLER ST,-122.45254031264601,37.7683901140691
828327,2003-09-02 18:00:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,TARAVAL,"ARREST, BOOKED",2300 Block of NORIEGA ST,-122.488807893358,37.7537519445835
48254,2014-09-20 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,600 Block of 11TH AV,-122.46936174610701,37.7760368194488
194140,2012-10-16 18:28:00,WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",500 Block of JONES ST,-122.412999075009,37.786277459166
660034,2005-12-31 20:45:00,MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,NONE,800 Block of BUSH ST,-122.41125922846399,37.789789421954495
295580,2011-04-23 01:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,NORTHERN,"ARREST, BOOKED",800 Block of HAYES ST,-122.43040309844,37.7759915316036
548257,2007-08-20 19:20:00,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Monday,MISSION,NONE,CHATTANOOGA ST / 21ST ST,-122.426790716672,37.7565613308094
92878,2014-02-19 08:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,300 Block of MASON ST,-122.409660751795,37.786439452476394
55865,2014-08-19 12:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,INGLESIDE,NONE,400 Block of EDINBURGH ST,-122.431489800595,37.7220242311946
283360,2011-06-30 20:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,RICHMOND,NONE,300 Block of 20TH AV,-122.47951713085699,37.781276253403604
610235,2006-09-19 03:51:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,PARK,NONE,500 Block of STANYAN ST,-122.45425242646601,37.77240378933779
34428,2014-11-26 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,UNFOUNDED,PEABODY ST / SUNNYDALE AV,-122.40773536738199,37.709591188093704
319914,2010-12-15 07:53:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",4000 Block of 18TH ST,-122.433353754785,37.761042798127704
825096,2003-09-17 14:50:00,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202
721312,2005-02-23 22:40:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.410955248913,37.7841399509365
844816,2003-06-11 16:34:00,MISSING PERSON,FOUND PERSON,Wednesday,TENDERLOIN,NONE,200 Block of OFARRELL ST,-122.408519707346,37.7864044708209
464214,2008-10-28 22:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE,100 Block of MORELAND ST,-122.435403381296,37.7394207656194
338454,2010-09-07 21:38:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Tuesday,CENTRAL,"ARREST, BOOKED",0 Block of DRUMM ST,-122.396556426173,37.7941169057941
45881,2014-10-03 01:22:00,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Friday,PARK,NONE,FELL ST / MASONIC AV,-122.445904271169,37.772995372717396
636370,2006-05-04 10:18:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,SOUTHERN,"ARREST, CITED",9TH ST / CLEMENTINA ST,-122.41217376728399,37.7742011047262
202694,2012-09-05 10:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,RICHMOND,NONE,500 Block of SPRUCE ST,-122.453262867764,37.78607939017
47012,2014-09-30 12:05:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE,0 Block of SUSSEX ST,-122.43366863986,37.7366836597851
581034,2007-02-22 09:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.400130573297,37.730092539032704
873876,2003-01-23 06:45:00,NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE,3000 Block of MARKET ST,-122.44236969443999,37.7609713184553
86189,2014-03-21 09:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,TARAVAL,NONE,200 Block of GRANADA AV,-122.457235250338,37.722993930853704
789403,2004-03-15 08:00:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
200452,2012-09-17 22:31:00,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,PARK,"ARREST, BOOKED",1400 Block of 5TH AV,-122.461765054687,37.7614161594014
469296,2008-10-02 22:35:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE,2500 Block of VANNESS AV,-122.42390741064699,37.799049760721296
641732,2006-04-06 12:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
288528,2011-06-02 16:03:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,BAYVIEW,UNFOUNDED,0 Block of OSCEOLA LN,-122.383187458704,37.7316757960484
241845,2012-02-10 21:39:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Friday,CENTRAL,NONE,CALIFORNIA ST / FRONT ST,-122.398786431351,37.79336011235271
389390,2009-11-24 06:35:00,PROSTITUTION,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,Tuesday,BAYVIEW,"ARREST, BOOKED",JAMESTOWN AV / HARNEY WY,-122.386452097316,37.7111618712449
420622,2009-06-12 16:00:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,MISSION,"ARREST, BOOKED",13TH ST / MISSION ST,-122.420010175609,37.7701099298175
823808,2003-09-20 12:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE,200 Block of MIRAMAR AV,-122.458255542655,37.7227718431693
405265,2009-09-03 07:05:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
771093,2004-06-08 05:00:00,LOITERING,UNLAWFUL ASSEMBLY,Tuesday,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389
11698,2015-03-18 08:20:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",100 Block of SOUTHPARK AV,-122.394251231901,37.781198014159
565571,2007-05-18 01:45:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,NORTHERN,NONE,BUSH ST / POLK ST,-122.420307355721,37.788698951164704
190767,2012-10-31 14:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,FRANKLIN ST / GEARY BL,-122.423031175088,37.7854818747419
363207,2010-04-24 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
247110,2012-01-14 07:30:00,MISSING PERSON,MISSING JUVENILE,Saturday,TARAVAL,LOCATED,1900 Block of 48TH AV,-122.50728124136299,37.75005678024221
221257,2012-05-30 19:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
619311,2006-07-29 14:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
576719,2007-03-20 10:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,NORTHERN,NONE,2700 Block of UNION ST,-122.444590746523,37.7958752943859
258891,2011-11-15 11:34:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
243009,2012-02-07 20:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,NORTHERN,NONE,1000 Block of EDDY ST,-122.42577891406,37.7823192392643
118660,2013-10-14 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
571931,2007-04-16 22:22:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036
18587,2015-02-16 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,VIENNA ST / AMAZON AV,-122.43449126425,37.7150662183707
272073,2011-09-05 18:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED",MISSION ST / 30TH ST,-122.42197091902901,37.74237522452549
659127,2006-01-09 15:00:00,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,CENTRAL,UNFOUNDED,100 Block of POST ST,-122.404784825095,37.7886943991722
312114,2011-01-25 19:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,NORTHERN,NONE,2000 Block of POLK ST,-122.421608893207,37.7955038710773
667704,2005-11-19 20:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Saturday,TARAVAL,NONE,LAWTON ST / 12TH AV,-122.469130005035,37.7583035716885
718434,2005-03-10 13:45:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,TENDERLOIN,NONE,100 Block of TAYLOR ST,-122.410791677645,37.7836952269749
830931,2003-08-20 16:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,NORTHERN,NONE,1100 Block of MCALLISTER ST,-122.430485430914,37.7788506690436
699299,2005-06-15 22:00:00,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,PARK,NONE,1300 Block of FULTON ST,-122.439037573428,37.776802154003896
215734,2012-06-28 17:00:00,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.412594354828,37.748166005622295
26264,2015-01-08 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1100 Block of FRANKLIN ST,-122.422817641231,37.7847893208342
477375,2008-08-22 19:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.39893271109501,37.7837848211584
699407,2005-06-15 17:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of CRANE ST,-122.399608474442,37.7223874981459
183298,2012-12-02 16:00:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.42218826142599,37.7726948236861
352971,2010-06-18 16:30:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
527140,2007-12-01 13:00:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Saturday,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / SANSOME ST,-122.403591933967,37.8054129166837
761896,2004-07-21 19:00:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",5TH ST / BRYANT ST,-122.40030242152001,37.777799229018996
3271,2015-04-28 15:30:00,OTHER OFFENSES,"SCHOOL, PUBLIC, TRESPASS",Tuesday,TARAVAL,NONE,0 Block of LENOX WY,-122.464741958044,37.743017293649395
687546,2005-08-13 15:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,300 Block of SOUTH VAN NESS AV,-122.417791285277,37.7675856525236
791617,2004-03-03 02:53:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,CENTRAL,"ARREST, CITED",COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
621245,2006-07-24 18:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
281731,2011-07-12 15:20:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37723,2014-11-12 08:26:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,MISSION,"ARREST, CITED",20TH ST / MISSION ST,-122.419052694349,37.7586324051562
124159,2013-09-18 12:00:00,NON-CRIMINAL,COURTESY REPORT,Wednesday,RICHMOND,UNFOUNDED,4400 Block of CALIFORNIA ST,-122.465100930961,37.7848677303793
602864,2006-10-22 05:07:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,MISSION,NONE,900 Block of VALENCIA ST,-122.421224686971,37.7572975613482
385132,2009-12-21 00:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of CONCORD ST,-122.442769889927,37.7127587074853
249359,2012-01-01 12:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,PARK,NONE,0 Block of GLENBROOK AV,-122.449844929788,37.7577827038225
498774,2008-05-02 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,2000 Block of SACRAMENTO ST,-122.42662987330799,37.7907144332166
501964,2008-04-17 17:55:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,CENTRAL,NONE,0 Block of FRONT ST,-122.398580160853,37.7920265650406
156344,2013-04-18 17:49:00,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Thursday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.41379097278099,37.783836556534794
227405,2012-04-30 21:35:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,NORTHERN,"ARREST, BOOKED",1900 Block of LOMBARD ST,-122.433622196421,37.800270294431
413026,2009-07-25 12:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
559685,2007-06-16 16:11:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,CENTRAL,"ARREST, CITED",LARKIN ST / POST ST,-122.41827417166,37.7870372043685
715117,2005-03-25 20:41:00,WARRANTS,WARRANT ARREST,Friday,TARAVAL,"ARREST, BOOKED",700 Block of RANDOLPH ST,-122.469358835309,37.7143059429287
291270,2011-05-19 11:38:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",2600 Block of MISSION ST,-122.41860030588998,37.7546255872838
